text,polarity,subjectivity,sentiment_category
bookkeeping without annual fee considering cost figured price company trying enter market compete quickbooks ordered software open mind software installed easily everything straightforward demo video training video youtube rest come accounting knowledge regard knowing accountingi planning buying paper version accounting ledger since dont need anything super powerful yet found software im sure transition business transition llcim happy purchase thus far think quickbooks real competition similarity like quickbooks kind like mac pc use window concept,0.3641666666666667,0.746388888888889,Positive
need simple use basic bookkeeping,0.0,0.24107142857142858,Neutral
great idea bad execution hard load trust hour never NOT got running idea saving quickbooks sounded fantastic good trueturns doctor book keeper office manager couldnt get runningevery time software opened asks update choose account test accountimporting qb take free download patch something never NOT could get imported work withtried add another account see could use without data import lost basic set info worked get first placei realize might expectedbut info wiped quickly dont want itat point learned lesson quit,0.2101851851851852,0.5796296296296295,Positive
problem software poor support small business one parttime employee keep track needed inventory payroll invoicing come afford spend month one big boy bought one upgrade old bookkeeper website said latest included tax tablesthe box bought say version install find isthe installation failed transferring old data eventually totally remove program reinstall new one laboriously rebuild informationwhen started found tax table year would buy since bought march would think would support say version doesnt tax table version mentioned anywhere box buy table since paid two month ago seems excessivefor one part time employeecarrying made invoice customer paid right away invoice customer paid bookkeeper changed invoice gave customer creditwhere come checked rechecked figure even paying original invoice change figure try enter paymentstill waiting hear tech supportbut trying find work aroundif anyone know another bookkeeping system small business actually work full unpleasant surprise please let knowand way included help file generally useless section working doubt help button take topic beginning help introduction search joke funny one,-0.026642475171886938,0.49354469060351414,Negative
work great easy install set work great,0.6777777777777777,0.7777777777777778,Very Positive
print deposit slip sell deposit slip website program print themthat doesnt make sensewhy would buy deposit slip cant use questioned technical printing deposit slip answered program doest print asked selling deposit slip program wont print responseit really would excellent program printed deposit slip also program allow state tax need withheld di ui fl etc,0.39999999999999997,0.43333333333333335,Positive
going work fine little dubious software first tried set used peachtree accounting year quite different muddling liking still dont everything figured time little patience,0.058333333333333334,0.48666666666666664,Positive
tech support help line joke disk furnished open package said could download program alternatei unable download program socalled help line gave answer statement namely payment one dollar could get help seven day would new charge understand paid program still installed yet wanted additional payment total ripoffrobert gregory,-0.09090909090909091,0.5511363636363636,Negative
complicated simple bookeeping hoping ditch quickbooks accounting program appearance look like nailed good presentation boy mistaken trying figure simple billing customer information without going alot detail user friendly designed complicated review tutorial called support really wanted easy bookeeping system im qbooks pro user understand setting account program seemed like software engineer wrote bookeeping program never NOT field tested audience intended,0.08854166666666666,0.6059523809523809,Positive
still learning issue importing quickbooks downloaded excel made text file imported learning work dont use feature since hoa need invoice owner receive payment pay service look like capability need figure make work properly nearly software subscription based software look reasonable solution,0.15000000000000002,0.5,Positive
requires security turned window window longer support software requiring security turned software requires safety feature turned add email address company file get much beyond setting startup company due time information constraint user friendly software seen however money decent able tell time permit working software,0.22333333333333333,0.47333333333333333,Positive
wanted product looking need good book keeping program easy use one come manual except line want written manual reference needed without internet show profitloss statement happy general,0.49583333333333335,0.7333333333333334,Positive
complicated started learning way around seemed pretty straight forward help file built complicated user get around easily tech support alert,-0.023333333333333338,0.8466666666666667,Negative
unable set chart account set chart account account number previous dated software let set book help online,-0.3333333333333333,0.3333333333333333,Negative
dont buy really wanted someone noncloud software laptop thought might answer installing ran error called help told pay help maybe road theyre interested money helping someone set first screen startup buy supply difficult get passed used quicken havent guess ill see whats going stay away avanquest may need assistance setting software,-0.06000000000000001,0.6066666666666667,Negative
program updated sent replacement original order cd dated didnt work returned received version wasnt sent first place also rebate return sender rebate either,0.3125,0.5416666666666666,Positive
dont recommend buy software thought would buy simple inexpensive bookkeeping software could never NOT get work properly machine fourth interaction customer service decided take loss use software waited long month ask refund amazon thats fine software inexpensive purchased software end october customer service said could buy latest edition see work im going try,0.14444444444444446,0.3761904761904762,Positive
simple advertised bought product primarily tracking income expense via bank check register come vast array selection mostly associated tracking payroll tax etc still trying figure register basic transaction way complex without option selecting simple bookkeeping advertised,0.08571428571428573,0.4627551020408163,Positive
looked like quickbooks looked like quickbooks familiar qb taking bit get used,0.375,0.5,Positive
buy item never NOT wrote review amazon want warn potential buyer softwarei issue day issue power library supposedly nothingto bookkeeper appear every time try use program issuesbetween cd version new version install letting use program alland top slow tech support disappointing say leastif like starting business many thing learn dont need havea software adding hour headache already full plate,0.07329545454545454,0.5255681818181819,Positive
easy use work quickbook past software bookkeeper easy data entry small business,0.09166666666666667,0.5791666666666667,Positive
ok program tech support terrible purchased program january loaded laptop little difficult get used first finally caught problem got new laptop month later loaded program new laptop restored backup data still get work properly le dozen email tech support useless keep telling nothing work wasted much time point going purchase different accounting program recommend,-0.08319805194805195,0.453030303030303,Negative
tax table claimed arrived tax table,0.0,0.0,Neutral
see note sadly im accustomed quickbooks cant afford tried using excel spread sheet nearly year sent back program didnt give information needed would recommend youre new bookkeeping yes youre used qb like id say,-0.06590909090909092,0.4636363636363636,Negative
download doesnt work bought product went install couldnt get past nd page went contact company support wanted charge token fix product doesnt work returned amazon get money back personally wouldnt recommend product,-0.08333333333333333,0.18333333333333335,Negative
poor support bought one recommend one customer experience writing check program print check duplicate name written whats bad company develop program dont clue fix problem getting email program said make company look unprofessional,-0.5499999999999999,0.6333333333333333,Very Negative
ease use setup easy use one business password protected,0.43333333333333335,0.8333333333333334,Positive
make register using wont let back month got popup need register even though already done installed program let open said registered,0.0,0.25,Neutral
totally disappointed irritated frustrated unable open program set company ordered twice download one hard disk install neither working,-0.44833333333333336,0.49833333333333335,Negative
spent extra money get better program good got paid seems like old do program really window,0.23333333333333336,0.2833333333333333,Positive
bookkeeper work get kind training one purchased come book instruction,0.6,0.9,Very Positive
good bookkeeping program new business easy set using every day,0.4232323232323232,0.6292929292929293,Positive
get pay software almost useless stopped using may code key making work im sure price attractive waste money doesnt work,0.12000000000000002,0.6177777777777778,Positive
recommend software easy use small start business use mostly guide keep certain transaction one place sole software think great get way,0.282936507936508,0.5507936507936507,Positive
great product warning credit card service bookkeeper product served well made mistake signing credit card company thisfirst data cardservice international nightmare raised fee gave poor servicewarning purchase product get involved,0.13333333333333333,0.45,Positive
bad product user friendly point dislike much keep sample company default even though keep telling save mine default video tutorial tech support working adding chart account wont accept operating expense cant delete account already system whether need cant tailor chart account way need want,-0.04166666666666661,0.4555555555555555,Negative
user friendly disliked everything product delete account need difficult add andor modify existing account worst accounting program ever useddo waste time gave one star system required least one star,-0.30416666666666664,0.5833333333333334,Negative
need apply p l pl,0.0,0.0,Neutral
three star ok expected,0.2,0.45,Positive
three star software good support useless,0.09999999999999998,0.4,Positive
unhappy add vendor invoice amount creditthis bookkeeping one onei return software directly avanquestexample credit amount credit amount,-0.25,0.65,Negative
registering line didnt work stopped software working hard learn new software annual lease payment required accounting software chose one without requrement cheap found difficult use little guidance bookkeeper,-0.08856060606060606,0.6392424242424243,Negative
burp burp,0.0,0.0,Neutral
bit helpful promised rebatenever materialized send every bit necessary paper work product unusable,0.0,1.0,Neutral
four star nice product bit lost getting thing set properly,0.3,0.55,Positive
good beginner good beginner lot learn good businessmade easy follow good accounting student,0.6466666666666667,0.6466666666666667,Very Positive
like quick book told product comparable quick book way software comparable quick book returned software could figure use like,0.3333333333333333,0.5,Positive
expected thought getting simple household bookeeping system record monthly incomecheking accountscredit card overall monthlyhousehold bill transaction,-0.03333333333333333,0.2523809523809524,Negative
accurate software come registration code problem update becauze software keep asking registration code box,0.4000000000000001,0.6333333333333334,Positive
inexpensive im accountant maybe dont understand understand little better,0.15625,0.5,Positive
wasnt wanted keep personal finance wasnt wanted keep personal finance,0.0,0.3,Neutral
user friendly computer skill could figure product computer skill return item instruction poorly written interface friendly,0.11666666666666665,0.5333333333333333,Positive
give user sufficient control ledger give user sufficient control ledger category hence adaptable need nonprofit organization,0.0,0.0,Neutral
crap dont buy work,-0.8,0.8,Very Negative
stay away product stolen money product old version stay away old version bookkeeper easily manage business finance stay away cost old version dont refund money,0.18333333333333332,0.35833333333333334,Positive
ordered couldnt get work laptop window compatible bookkeeper plus business personal like thought also thought ordered edison,0.0,0.3,Neutral
useful easy use,0.3666666666666667,0.4166666666666667,Positive
guess get pay cheap defective product wouldnt even download right start tech support help ridiculous well,0.11746031746031747,0.7452380952380953,Positive
great software got version today dont understand negativity installed perfectly work flawlessly im running window ultimate gig ram zero problem,0.7,0.9375,Very Positive
little involved needed hard follow make sure transaction posting accurately better manually general ledger subledgers obviously business small go bigger ill put effort making work,-0.019907407407407412,0.592283950617284,Negative
cant get invoice filled many thing cant get invoice filled many thingsto fill made custom invoice ok cant filled got myinvoice estimate cant get load bookkeeper jim pullin,0.44999999999999996,0.7000000000000001,Positive
worth hassle dont video photo anything else like program,0.3,0.1,Positive
dinosaur keep away software soooooo old there tech support webpage exists download feature update dinosaur purchase program,0.1,0.2,Positive
outdated software returned amazon outdated company newer version bought directly,-0.2333333333333334,0.5555555555555557,Negative
help kept software remind never NOT waste money type junk instruction help work program,0.1,0.0,Positive
program suck downloaded tried program suck downloaded tried open program message displayed stating ip address email longer valid couldnt utilize program due,-0.0625,0.4375,Negative
used previously received used product people information cant delete,-0.16666666666666666,0.16666666666666666,Negative
easy use good product company,0.5666666666666667,0.7166666666666668,Very Positive
five star software bargained looking simple checkbook application,0.0,0.35714285714285715,Neutral
good could use wont print check thats reason bought useless,0.09999999999999998,0.4,Positive
support wouldnt download called support received help returned product,0.0,0.0,Neutral
bookkeeper recibido mi rembolso hasta eldia de hoy por,0.0,0.0,Neutral
one star send back thought work mac,0.0,0.0,Neutral
bookkeeper always winner ease uploading company information range o option customize every entryworks everyone previous experience needed,-0.16666666666666666,0.16666666666666666,Negative
east use product made life much easier logging inventory sale home based business,0.2,0.2,Positive
limited time would let posting item last year,-0.03571428571428571,0.10476190476190475,Negative
buy buy certain check paper expensive,-0.14285714285714285,0.6357142857142857,Negative
one star work wndows stated,0.0,0.0,Neutral
bookkeeper bookkeeper really easy followthis perfect system small businessor keeping track household expensesthe price excellent,0.5458333333333334,0.8083333333333333,Very Positive
one star piss poor say,-0.4,0.6,Negative
happy product user unfriendly,0.8,1.0,Very Positive
one star information giving,0.0,0.0,Neutral
one star screwed computer,0.0,0.0,Neutral
one star dont buy crap,-0.8,0.8,Very Negative
hard use hard use,-0.2916666666666667,0.5416666666666666,Negative
glitchy freeze,0.0,0.0,Neutral
software wont run right loading worth talking junk see,0.2928571428571428,0.31785714285714284,Positive
five star easy use versatile expected,0.16666666666666669,0.6166666666666667,Positive
five star good,0.7,0.6000000000000001,Very Positive
exactly looking looking simple way keep track inventory simple bookkeeping task keep thing straight even though cheap lot flaw dont opinion make buying worth everything work fine assume intend there lot thing figure there definitely learning curve dont time continually figure,0.19583333333333336,0.39553571428571427,Positive
great accounting software small business used quickbooks past quickbooks price increase decided shop around bought bookkeeper software happy easy use like quickly add customer payment without creating individual invoice one doesnt quick book feature monthly yearly graph going print monthly profitloss report dont use payroll far great alternative,0.31000000000000005,0.6383333333333334,Positive
five star thanks,0.2,0.2,Positive
buyer beware okay im one bash product know product work differently individual however experience horrific feel inclined share small business owner since started using bookkeeper since start company year ive endured lagging tax table update worse yet lagging tax form released resulted late w sent one year problematic update stopped updating software upgraded software problem updating database took technical support two week fixed problem meanwhile handwriting employee check knowembarassing however continue update tax table solve tax form issue close deadline purchased separate software process w updating worst experience took call put hold minimum minute roughly hour half avanquest couldnt solve updating database issue transferred nova development put queue bad hour minute latersome dipst pick phone hang unable breathe furious well avanquest transferred failed give nd number another minute hold avanquest explained situation asked directed supervisor nd wouldnt hold ignored put queue minute later tear broke called dad thankfully pretty strong grasp computer updating software follow carefully first back database email wipe bookkeeper completely computer download newer software install tax table finish updating downloads newer software version within program everything updated save database desktop open bookkeeper restore database make another update upgraded databasein summary three hour fortyfive minute panic neither avanquest nova solved issue small business owner cant bill lost time next yearim investing quickbooks good luck buy issue come,-0.11805555555555554,0.4500000000000001,Negative
worst program ever used wanted get away quickbooks pretty much scam program difficult ever used go back edit mistake next impossible difficult view check register tried use small water useres association furustrating went pen paper,-0.2740740740740741,0.6222222222222222,Negative
accounting software quickbook compatible peachtree software afford price peachtree bought new computer try transfer peachtree program wont allow old version peachtree microsoft cant accept,0.11818181818181818,0.32727272727272727,Positive
poorly written low quality accounting program wow wow say probably one poorly written low quality accounting program existence bug roach motel there reason dont nope dont ignore bad review thought id one looked away bad review tried anyway dang im posting bad review haha check something like xero want good accounting program dont buy,-0.16363636363636355,0.6090909090909092,Negative
good one download purchased program beginning paid additional could download program within year got new computer tried download program kept getting error code contacted support gave work arounds work tell since upgraded program would purchase apparently nothing allow older version upgrade newest version told look another program upgrade control customer fault company choses upgrade software sad know purchase program one month two month later upgrade program customer responsible purchasing entire program,0.09412878787878787,0.4891098484848485,Positive
punishment product hoping timepay appsoftware tried bookkeeper quicken robbery small business function sensibly allows fairly easy correction bookkeeper requires go several step everything lord help make typo blow redo anything later find error require bookkeeper use might want bookmark indeedcom,0.04583333333333334,0.30833333333333335,Positive
garbage software garbage support purchased software tax update friday june immediately started getting error message opening program shown photo proceeded create company entering test employee ran payroll tax deducted filed separate technical support ticket one responded included link tax update already informed already update response received link create new ticket explanation needed create new ticket send backup program instruction create backup called phone support refuse help without paying first even product isnt working,0.13068181818181818,0.3356060606060606,Positive
cheap test see liked software could decide whether would bought version cheap test see liked software could decide whether would like pay full price current version plus another buck tax table handle payroll far terribly impressed im giving one star update listing specific complaint break buy better bookkeeping software throw trash payroll portion wont work smoothly unless shell extra buck yearly tax table way delete thing thought would make fake bank account fake employee could figure print paycheck software convinced paid esteemed colleague fakey mcfakerson wont let delete fake bank account going uninstall software entirely get rid transaction plan fool around software figure work set company called fake company experiment never NOT delete either least wont permanent mistake real account,0.09750000000000003,0.635,Positive
mydatabase recommended actually ive using mydatabase year longer exactly say package use much easily microsoft access excell bad take course use thing extra thing thing never NOT use anyway mydatabase deceptively low price could easily put thinking therefore must much good fact great many many useful feature one youll need found minor bug hardly worth describing workarounds example dont exit clicking top righthand x window use exit file menu even reinstall problem went awaythe bug used crash rarely however sort workaround keep backup first anyway apps data timesi would recommend app anyone want learn dtb use faster otherwise reqd need sophisticated extra relational dtb dont need another matter,0.26403508771929823,0.45087719298245615,Positive
lowpriced easy install use got ripoff product lowpriced easy install use setting custom database easy inputting data also easy however never NOT able successfully save database document library computer able save readable format retrieved would saved four format none readable computer database could retrieve opening program one last used essentially singlefile program saved gone,0.3037037037037037,0.6555555555555554,Positive
good basic database element database require figuring order make work difficult bit confusing first however dealt database becomes secondnature work really well one may create searchable database ease lovely little database especially great low price,0.16625,0.5208333333333333,Positive
good value bargain basement database one job needed flat file database inventory music collection work fine people complain direction true used database many year didnt take long figure weak report category meaning place field want page least havent figured needed simple listing stock column report work finethe stock database limited make even customize stock one instance added couple data field music inventory database info wanted track need complicated database powerful report need simple report inventory work fine help database experience even able use stock database report,0.12412698412698411,0.5188095238095237,Positive
unless like play around hour cd jewel case cd say anything compatibility win advertised unable use help file help system used program abandoned year ago locate install outdated file current win o setup outdated feature required additional file short like challenge crossword puzzle one,0.04285714285714284,0.4666666666666667,Positive
mydatabase great substitution act mydatabase great substitution act import essential field act database except note could add go forward,0.5333333333333333,0.6,Very Positive
good product basic database good basic non complicated database dont require lot complicated query macro complicated intuitive database need,-0.0142857142857143,0.6357142857142858,Negative
worst fighting software program data base program youif youd like easy work dependable program keep erasing recordsthen program youthis could great software people sold worked inventers thats guess dont know happened bottom line product opinion sale nearly worthless,-0.2733333333333333,0.8966666666666667,Negative
perfect found product similar qa database product started using qa discontinued think one best selling computer product time still original disk qa respect product much computer year looking replacement qa least year tried filemaker pro sesame one need flat file database outstanding productit easy create input form sort way want print big time task database way want find one record want hundred recordsmy database give sense power project vision task object always wanted use organize could find easy computer tool use price power small price want thank maker product elibrium outstanding product,0.2974358974358975,0.5455128205128206,Positive
old program still work window machine looking easy use flat database program stamp collecting want list meet need fine,0.23125,0.41458333333333336,Positive
really soon know instruction help menu would work window knew low cost couldnt complex,-0.033333333333333326,0.3,Negative
good pro version dont hate got pro version one feel little better onethough made fit need neither fit need right box,0.1854591836734694,0.5479591836734693,Positive
product described product described easy load use,0.43333333333333335,0.8333333333333334,Positive
user friendly entered name address phone number email customer next day entered tried save info second session said info would replaced thought meant info would added original entry replacing adding new entry erased added input day entry instead would want save new entry entry,0.17045454545454544,0.35984848484848486,Positive
